X,Words,Point_Mean,Frequency,Point_STD,Price_Mean,Price_STD
906,hearty,89.67857143,28,3.26659378,45.57142857,31.13938624
907,heat,87.28070175,57,2.852031769,35.10526316,22.64925433
908,heavily,87.5,14,2.623855062,35.21428571,21.4840856
909,heavy,87.0212766,94,3.11423621,33.74468085,29.65026833
910,heft,88.82352941,17,1.975958442,32.94117647,23.07994418
911,held,90.23076923,13,2.586949496,42.23076923,30.27417449
912,help,88.92,25,3.094618986,44.2,42.0723583
913,helps,88.63636364,11,3.82812558,34.54545455,24.39411255
914,herb,89.00364964,274,2.918299188,39.84306569,25.81621802
915,herbaceous,87.38709677,31,2.728582286,32.35483871,31.48602694
916,herbaceousness,87.83333333,12,2.037526724,22.5,12.97900402
917,herbal,86.86363636,286,2.533759303,23.95804196,19.19370296
918,herbs,88.56701031,194,2.835406109,32.5,22.70063111
919,here,88.16,75,2.799806943,35.85333333,28.86440496
920,hibiscus,90.90909091,11,2.119176512,40.72727273,14.25546147
921,high,88.63333333,90,3.073811088,43.62222222,34.74484127
922,high-acid,85.92307692,13,2.431101892,21.30769231,8.77861621
923,high-toned,90,15,2.976095237,49.8,45.13028758
924,highlights,89.82608696,23,2.690930456,36.65217391,21.64508908
925,highly,89.64285714,14,3.342204313,42.42857143,34.11003526
926,hint,88.07560137,291,2.610546759,28.91408935,18.89780613
927,hinting,87.5,14,3.228479042,42.07142857,48.06640324
928,hints,88.64556962,158,2.596116525,33.98101266,28.29428416
929,his,91.13636364,22,3.299284981,52.63636364,49.60563088
930,historic,91.33333333,12,2.640018365,42.16666667,19.18253625
931,hits,89.72727273,11,3.523944071,33.90909091,21.7276531
932,hold,91.03125,32,3.605411479,55.0625,62.32430143
933,holds,89.51724138,29,3.157990881,35.13793103,27.98944206
934,home,88.92857143,14,3.269069162,27.07142857,18.53671735
935,honest,87.5,12,2.393172106,20.91666667,15.6057002
936,honey,88.9375,144,2.816581149,39.54861111,73.38773643
937,honeydew,87.80769231,26,2.416927484,20.11538462,15.23765579
938,honeyed,87.69230769,52,2.980580688,31.92307692,49.27825999
939,honeysuckle,88.09433962,53,2.566531264,22.16981132,8.728238542
940,hot,86.74,50,2.790728089,35.2,25.42215007
941,hours,90.66666667,12,3.446561747,49.66666667,21.16314693
942,how,88.375,24,3.6690539,29.54166667,18.55187595
943,however,86.8125,16,2.613267431,28.75,17.19883717
944,huge,90.92307692,26,2.910987144,66.30769231,66.45766727
945,ideal,87.6,20,2.909150717,21.5,9.093085864
946,if,87.23333333,60,3.13734567,38.21666667,31.24593081
947,immediate,88.44444444,18,3.467873093,38.44444444,36.96138243
948,immediately,88.28,25,3.0757113,30.32,35.90580269
949,impression,88.81481481,27,3.088901187,36.62962963,21.5534187
950,impressive,91.58208955,67,2.336464914,63.74626866,58.2092212
951,impressively,91.92307692,13,2.431101892,46.15384615,32.61350986
952,improve,89.44,25,3.367491648,50.32,24.20695492
953,in,88.85204656,2663,3.128701045,38.87420203,35.2879901
954,include,87.97222222,36,2.873386366,32.19444444,32.36737285
955,includes,89.23076923,13,3.059244083,24.38461538,15.55387659
956,including,89.16666667,18,2.7917947,42.38888889,39.44637296
957,incredibly,92.8,15,2.274077521,85.46666667,66.44532303
958,influence,88.83333333,18,3.294380242,35.5,21.85581091
959,informal,85.6,20,1.818038272,15.75,5.11833649
960,initial,88.72727273,11,2.723633936,32.45454545,20.89192972
961,inky,91,17,3.142451272,48,25.35497979
962,integrated,89.83050847,59,2.841518186,64.40677966,167.048116
963,intense,90.39622642,159,3.041940728,72.33962264,190.6678081
964,intensely,89.57894737,38,3.063574832,36.44736842,24.9103228
965,intensity,89.0952381,84,3.413718065,43.73809524,50.52236032
966,interest,87.875,24,2.251810865,28.25,16.8761473
967,interesting,88.74626866,67,2.518677404,33.85074627,18.99621472
968,into,89.21505376,279,3.000657466,40.15053763,30.86310441
969,intriguing,89.64705882,34,2.794825879,36.85294118,21.32310221
970,inviting,88.94444444,36,3.471882523,30.77777778,20.22602441
971,iron,90.63157895,19,3.654685369,44.36842105,16.25905056
972,isn't,86.92,25,2.797618034,44.64,38.7178684
973,it's,88.60047281,423,3.200814435,38.37352246,37.56848355
974,its,89.02074074,675,3.095346759,40.55407407,39.7444503
975,itself,88.24,25,3.165964835,36.68,24.28428847
976,jam,87.83333333,108,2.869432846,40.37037037,27.9072538
977,jammy,87.28070175,114,2.785896122,35.21929825,29.60828596
978,jasmine,87.90322581,31,2.925233195,19.67741935,10.19276572
979,jelly,87.18181818,11,2.315952582,29.72727273,15.34985934
980,job,87,13,3.265986324,23.69230769,31.05206546
981,juice,88.12962963,54,2.67797654,33.27777778,32.32641111
982,juicy,89.091133,406,2.851738945,33.62807882,32.90460735
983,juniper,89.52941176,17,2.981560981,33.70588235,15.02815984
984,just,88.60087719,228,2.852219033,33.61403509,45.23731039
985,keep,88.41304348,46,3.435604989,29.17391304,19.24266596
986,keeping,89.52173913,23,2.591411781,31.95652174,14.18218556
987,keeps,88.75609756,41,3.072299528,27.3902439,14.19661588
988,kick,88.5,20,2.064741605,35.45,18.52587096
989,kind,88.70588235,17,3.90135723,47.70588235,64.210362
990,kiwi,87.5,24,2.321918247,23.83333333,12.8998371
991,known,88.60869565,23,2.82423168,38.43478261,22.2707025
992,label,87.51724138,29,2.785430073,24.89655172,20.71463394
993,laced,88.88888889,18,2.968241486,30.44444444,15.36697078
994,lack,85.26666667,15,2.576450123,22.26666667,16.7565197
995,lacking,85.86666667,15,1.505545305,25.73333333,18.84700305
996,lacks,86.28947368,38,1.97152561,35.42105263,25.00987003
997,lamb,89.8,15,1.934646516,37.2,15.55267547
998,large,87.35714286,14,1.984832597,22.14285714,9.264133841
999,last,90.77777778,27,3.332051035,39.59259259,23.96673859
1000,lasting,88.74074074,27,3.459575258,30.55555556,31.43899261
1001,late,87.32432432,37,2.415851058,22.16216216,11.4637436
1002,later,88.38461538,13,2.930826435,51.69230769,52.42357074
1003,lavender,90.5,30,2.359865572,42.56666667,20.17113563
1004,layer,89.03571429,28,2.560123592,35.71428571,23.57628618
1005,layered,90.32258065,93,2.774735751,46.01075269,29.97879491
1006,layering,91.27272727,11,2.533413077,46.45454545,19.52620617
1007,layers,90.32075472,106,3.163925139,46.05660377,33.69861667
1008,lead,88.02790698,215,2.500310783,33.61395349,33.14658453
1009,leading,88.06896552,29,2.939035732,37.27586207,24.69802848
1010,leads,89.02702703,37,2.763718173,36.16216216,26.98303326
1011,leaf,88.85714286,77,2.927700219,39.67532468,31.38615248
1012,leafy,86.55172414,29,2.571633818,30,21.6151402
1013,lean,86.34513274,113,2.302056191,24.3539823,14.84017253
1014,least,91.55555556,45,2.64193073,51.84444444,28.32598835
1015,leather,89.97916667,192,3.211494952,53.65625,37.40379019
1016,leathery,88.46875,32,2.475484638,46.625,33.341585
1017,leave,87.28,25,1.814754345,60.88,75.240902
1018,leaves,88.5,26,2.929163703,32.57692308,19.6064746
1019,leaving,86.72727273,22,3.283172365,33.72727273,21.13715262
1020,lees,88.1,20,3.024461675,28.55,16.86314886
1021,leesy,87.41666667,12,1.831955405,21,7.567874687
1022,lemon,88.2030303,330,2.663154521,25.56666667,15.60268792
1023,lemon-lime,88.08695652,23,2.890628171,24.04347826,21.62590673
1024,lemongrass,88.53333333,15,2.356349073,20.93333333,8.370583413
1025,lemons,88.8125,16,2.71339271,24.8125,11.77691952
1026,lemony,87.79591837,49,2.957896154,30.89795918,42.1763386
1027,lend,88.66666667,48,2.762463696,34.64583333,53.84828553
1028,lends,89.5,12,2.67989145,39.41666667,18.91828521
1029,length,90.16666667,60,3.125437822,35.83333333,21.13890033
1030,lengthy,89.67857143,28,2.568377084,43.67857143,28.24896402
1031,less,86.875,32,2.446195202,24.71875,16.02464709
1032,let,88.61904762,21,3.323795879,39.38095238,26.69920634
1033,level,88.80952381,21,4.388838658,45.38095238,51.91481117
1034,licorice,89.66403162,253,2.718574183,47.58498024,36.60196797
1035,life,91.08333333,12,1.928651594,41.75,18.81549168
1036,lift,88.04081633,49,2.99971654,32.20408163,53.21418185
1037,lifted,89.42424242,33,2.861711715,41.81818182,39.49482129
1038,light,87.35294118,459,2.563100405,25.8583878,18.71352611
1039,light-bodied,87.28571429,28,2.274775412,23.96428571,14.26594532
1040,lighter,87.71428571,28,2.241975697,27.67857143,15.10470511
1041,lightest,87.35714286,14,3.028255219,21.71428571,10.64409241
1042,lightly,87.36805556,144,2.48279824,24.24305556,16.15581756
1043,lightness,88.92857143,14,3.626065588,40.5,20.3271323
1044,like,87.69615385,260,3.306128715,33.06538462,36.48958642
1045,likely,87.90909091,33,3.422020934,42.27272727,33.51051395
1046,lime,88.14141414,198,2.572837818,23.63636364,16.15750807
1047,limes,88.65,20,2.18306882,25.85,10.50951949
1048,line,89.41666667,24,3.386888615,31.625,21.37005727
1049,linear,88.18918919,37,2.011602979,29.10810811,19.78184322
1050,linger,89.18421053,38,2.103475414,32.26315789,18.30180055
1051,lingering,90.625,96,2.476202526,44.67708333,79.12155802
1052,lingers,89.65789474,38,3.265514452,43.18421053,57.71638732
1053,liqueur,89.8,15,3.426785249,53.2,31.28258301
1054,lithe,90.61538462,13,1.850155919,36.46153846,27.2415595
1055,little,86.76842105,190,2.644561682,28.58421053,21.35169753
1056,lively,88.14124294,177,2.332415991,26.27683616,19.25980197
1057,loaded,91.28125,32,3.265008768,44.53125,26.08915777
1058,loads,88.91666667,24,2.947610184,36.45833333,22.88910728
1059,loamy,88.63636364,11,2.335496832,33.36363636,27.41631896
1060,local,87.15,20,2.230765741,17.95,13.28027822
1061,long,90.66094421,233,2.851356749,53.4806867,67.26389624
1062,longer,92.25,16,3.492849839,49.9375,25.24141768
1063,lost,87.58333333,12,3.028901191,28.25,9.946447516
1064,lot,87.80952381,63,2.977643271,29.03174603,19.06438011
1065,lots,88.6875,64,2.905249764,34.734375,19.94137613
1066,loud,87.75,12,3.222788177,26.25,11.52171862
1067,lovely,90.34782609,92,2.191064685,36.34782609,23.30657351
1068,low,86.70588235,51,2.700326778,25.92156863,16.97744756
1069,luminous,86.84615385,13,1.463224399,24.38461538,10.08743824
1070,luscious,89.97222222,36,2.980758399,51.72222222,51.42906966
1071,lush,90.40740741,108,2.720764863,42.40740741,29.3678052
1072,lychee,86.78378378,37,2.405261999,20.64864865,13.6325106
1073,made,88.62589928,139,2.716757928,35.55395683,26.56934396
1074,maintains,89.63157895,19,2.852104999,27.15789474,13.9891353
1075,make,88.42241379,116,3.115601309,30.77586207,30.24683561
1076,makes,88.52,100,2.694851058,30.77,21.40983207
1077,making,88.38636364,44,2.393944969,35.70454545,26.0924827
1078,manages,87.81818182,11,3.842347767,40.45454545,36.47016215
1079,mango,87.36170213,47,3.219678163,40.10638298,114.0879207
1080,many,89.625,56,3.205464085,42.875,31.84625709
1081,maple,90.10526316,19,4.081050203,63.05263158,80.72138205
1082,marjoram,88.83333333,12,1.749458791,36.83333333,15.46746341
1083,mark,88.36111111,36,2.870069962,33.55555556,23.50737811
1084,marked,88.45714286,35,2.44158648,35.25714286,20.13680104
1085,marks,89.14285714,21,2.535462764,49.47619048,36.03695193
1086,marmalade,88.71428571,14,2.614414817,38.57142857,25.65665092
1087,massive,90.92307692,13,3.499084129,193.5384615,513.9234079
1088,match,87.73333333,15,2.313521332,30,20.92844954
1089,mature,88.24778761,113,2.717440279,39.34513274,27.10092576
1090,maturity,89.30769231,13,2.657837949,43.69230769,23.90740686
1091,may,87.27027027,37,2.39963711,37.78378378,23.33944579
1092,maybe,87.46153846,13,2.025478734,37.23076923,21.97784432
1093,meaning,86.45454545,11,2.114882331,17.54545455,7.312504856
1094,means,88.54545455,11,3.416537322,30.72727273,22.41022494
1095,meat,89.31034483,87,3.001202646,42.42528736,32.8462352
1096,meats,88.6,25,2.581988897,32.76,27.39568092
1097,meaty,89.07692308,39,3.27979954,47.28205128,39.14477092
1098,medicinal,86.07692308,26,2.813155906,26.53846154,24.57190391
1099,medium,87.47115385,104,2.538850481,26.03846154,22.39578804
1100,medium-bodied,87.60655738,122,2.176346841,24.74590164,17.78594555
1101,medium-sweet,88.42857143,14,3.610120086,23.28571429,15.60290196
1102,medium-weight,88,17,1.870828693,22.76470588,10.59793265
1103,meet,91,31,2.463060427,47.5483871,25.86482645
1104,meld,88.83333333,12,2.587850401,37.58333333,40.0260332
1105,mellow,89.52380952,42,2.55894505,44.83333333,42.36019569
1106,melon,87.54301075,186,2.407371465,20.17204301,11.6448561
1107,melted,88.66666667,12,2.605355789,72.83333333,75.69896521
1108,menthol,88.86666667,45,3.004542016,50.42222222,33.67119681
1109,middle,87.41666667,24,3.063340982,33.125,35.21031531
1110,midpalate,88.34615385,52,3.098922111,53.48076923,109.9319737
1111,might,87.5,34,2.312679149,38,33.50983573
1112,mild,86.9,60,2.426548082,18.35,10.82029637
1113,mildly,85.96666667,30,1.670914128,19.13333333,10.7758777
1114,milk,89.02,50,3.210251437,46.98,33.89629442
1115,mineral,89.03585657,251,2.741296986,35.05179283,46.60361903
1116,minerality,90,143,2.750160047,40.83916084,30.52651822
1117,minerally,88.48717949,39,2.761309709,26,14.58369674
1118,minerals,89.94444444,18,3.685779066,36.16666667,26.86403675
1119,mingle,89.03225806,31,2.869191186,30.22580645,18.15435609
1120,mint,89.24761905,105,2.937754743,39.67619048,26.4972768
1121,minty,87.48979592,49,3.488806201,32.83673469,34.66467158
1122,mix,88.85714286,133,2.605771151,31.54135338,18.52374041
1123,mixed,88.65789474,38,2.952564765,28.5,18.01013228
1124,mixes,87.64285714,14,1.984832597,26.28571429,20.7935958
1125,mocha,89.06451613,124,2.807486899,43.08870968,28.00377794
1126,moderate,88.60784314,51,2.538333559,30.52941176,20.62363008
1127,moderately,88.2,25,2.254624876,27.6,15.55367052
1128,modern,89.65,20,3.013565819,52.35,50.86957006
1129,modest,86.05,60,2.925197371,22.16666667,15.44170741
1130,moist,88.29411765,17,2.778594651,36.88235294,26.17699933
1131,molasses,90.06666667,15,5.188815811,85.8,114.8621534
1132,moment,90.46153846,13,2.665063621,52.76923077,32.42466614
1133,months,88.12,75,2.562515656,30.94666667,17.8226195
1134,more,88.61862528,451,2.992733254,40.80931264,93.92168843
1135,most,88.7032967,91,2.998127214,39.01098901,24.50192487
1136,mostly,87.77419355,31,3.343747174,28.80645161,22.43125699
1137,mountain,90.8125,16,2.786126343,64.25,33.33766639
1138,mousse,89.77272727,22,2.486761485,32.90909091,17.2817247
1139,mouth,87.82083333,240,3.094938393,33.09166667,35.45389978
1140,mouthfeel,88.04368932,206,2.9255867,30.91747573,21.45620578
1141,mouthfilling,89.77777778,18,2.073801725,26.72222222,15.16887508
1142,mouthwatering,90.07407407,54,3.058251146,35.51851852,39.15076844
1143,much,86.83739837,123,2.683812995,30.6097561,25.86903781
1144,mulberry,90.42857143,14,4.145698154,40.28571429,18.91449819
1145,muscular,90.16666667,18,2.706202027,55.22222222,47.37901689
1146,mushroom,90.05263158,38,2.4043583,49.94736842,55.44071456
1147,mushrooms,90,12,3.717281509,55.33333333,26.09539609
1148,muted,86,21,2.387467277,30.85714286,14.73528322
1149,name,90.43478261,23,3.327927105,43.7826087,32.78574596
1150,named,88.42105263,19,2.873553539,40.21052632,22.7976094
1151,native,88.46153846,13,2.817072494,29.69230769,13.42500537
1152,natural,88.57142857,42,3.108939566,30.64285714,22.25881182
1153,nature,88.5,22,2.773170783,35.77272727,15.89528777
1154,near,89.875,24,2.878896226,39.91666667,25.0736596
1155,nearly,89.5,18,4.133791878,51.88888889,76.41056971
1156,nectarine,87.84946237,93,2.354211012,22.62365591,12.48992114
1157,need,88.51111111,45,2.920322384,40.84444444,34.42115863
1158,needing,90.45454545,11,3.416537322,67,51.60813889
1159,needs,89.07142857,84,3.288481959,42.53571429,32.77614708
1160,neutral,86.96774194,31,2.105292869,24.32258065,15.62772557
1161,never,88.77777778,18,3.422341056,39.38888889,24.6794482
1162,new,90.03488372,172,3.17500352,51.68023256,39.07358576
1163,next,90.60240964,83,2.513086524,50.1686747,43.75118654
1164,nice,87.57943925,107,2.395110519,28.82242991,20.5742159
1165,nicely,88.5060241,83,2.270561841,28.59036145,25.19099536
1166,no,88.13846154,65,3.669455524,38.46153846,52.9510614
1167,northern,88.21052632,19,2.740213847,27.26315789,29.08577756
1168,nose,88.32992701,685,2.810651341,32.9649635,27.00885601
1169,not,87.4313099,313,2.908196398,32.7827476,24.11784814
1170,note,87.925,240,2.714173245,34.27083333,34.87895361
1171,notes,88.40857503,793,2.867358463,33.43001261,28.84980187
1172,nothing,88.7,20,3.229795496,30.2,24.79728338
1173,noticeable,86.57142857,14,1.988980632,30.92857143,19.12495062
1174,notions,88.6,15,2.922816645,38.06666667,25.59147924
1175,now,88.39938556,651,2.936811393,36,29.82605985
1176,nuance,88.84210526,19,2.71340618,39.47368421,22.39386925
1177,nuanced,90.4,20,1.902906364,42.2,22.77255966
1178,nuances,89.42857143,28,2.754505688,40.57142857,25.98636191
1179,nut,88.5,38,2.533558549,29.39473684,14.87522786
1180,nutmeg,89.69230769,52,2.501281723,36.69230769,19.77276644
1181,nuts,88.56521739,23,2.793272551,22.95652174,8.972069088
1182,nutty,88.02564103,39,2.539034001,26.79487179,14.17221055
1183,oak,88.40883978,724,2.868964812,40.61878453,32.74674996
1184,oak-driven,87.42857143,14,2.376626106,41,17.27603943
1185,oaked,87.42857143,21,2.134746556,31.9047619,30.05811831
1186,oaky,87.49253731,134,2.615012381,29.69402985,30.94944401
1187,off,88.15833333,120,3.132898981,32.625,24.95813722
1188,off-dry,87.26315789,38,2.423803249,15.84210526,6.192961636
1189,offer,88.02777778,36,2.478318683,33.88888889,35.88853998
1190,offering,88.60550459,109,2.468386595,34.36697248,23.18311189
1191,offers,88.12222222,540,2.595105044,32.19444444,22.02497247
1192,offset,88.15384615,13,2.478109288,23.07692308,11.91260914
1193,often,89.1875,16,3.370830758,39.25,44.54735308
1194,oil,89.625,16,3.537890143,28.5,17.75762747
1195,oily,86.46428571,28,1.85556506,18.25,5.758246904
1196,old,89.41176471,51,3.377433763,49.05882353,65.66929625
1197,olive,89.36111111,72,3.349608157,43.66666667,35.59909795
1198,olives,89.64285714,14,3.875110775,50.42857143,57.1768031
1199,on,88.36521253,1788,2.987430881,33.43064877,31.99542147
1200,once,90,20,3.684962329,53.55,48.70153461
1201,one,89.42713568,199,3.14842711,42.24120603,39.28903657
1202,one-dimensional,86.71428571,14,1.204387583,39.14285714,22.81988722
1203,only,88.1754386,57,3.328034636,33.85964912,21.08184611
1204,onto,87.35,20,2.719810365,36.2,32.28752407
1205,open,88.64705882,68,2.9104275,35.11764706,26.37192617
1206,opening,87.63636364,22,2.803831639,33.04545455,23.82970789
1207,opens,88.985,200,2.645708576,39.51,31.26302583
1208,opulent,91.46153846,52,2.879689107,148.25,345.3860514
1209,or,88.18154762,336,2.808263709,32.89583333,29.04825394
1210,orange,88.43555556,225,3.080262306,29.86666667,30.42071076
1211,orchard,87.86206897,29,1.641517981,24.96551724,11.64192779
1212,oregano,88.9047619,21,2.547641299,38.14285714,17.32999052
1213,organic,87.28571429,14,3.361056872,30.21428571,23.16555324
1214,other,88.2972973,74,2.968924577,34.58108108,22.56315748
1215,otherwise,86.65217391,23,1.92137961,28.43478261,17.77850103
1216,out,88.38947368,285,3.121804519,35.35087719,32.70336763
1217,over,89.14666667,225,3.386000591,46.03111111,47.11880796
1218,overall,87.75,64,2.828427125,30.3125,21.83333333
1219,overly,87.40909091,22,2.872846455,37.04545455,24.29477167
1220,overpowering,87,11,2.683281573,30.18181818,13.87673003
1221,overripe,87.25,32,2.651840505,44.4375,31.22750803
1222,overtones,88.59090909,22,2.557139229,32.72727273,21.78505783
1223,own,88.375,24,3.047629157,33.375,22.38557863
1224,oxidized,86.5,14,2.794224813,22.92857143,8.730708718
1225,packed,89.88235294,68,2.919463311,85.85294118,265.5386677
1226,packs,89.4375,16,2.502498751,37.0625,23.97907074
1227,pair,88.15625,64,2.75,29.390625,29.55361938
1228,paired,88.92307692,13,2.900044208,31.92307692,18.54032335
1229,pairing,88.5625,16,3.119161212,27.0625,14.16318585
1230,palate,88.40848638,1579,2.86289207,33.09499683,27.34736128
1231,papaya,87.9,30,3.100055617,21.66666667,8.305931961
1232,parcel,90.63636364,11,2.975658827,58.09090909,46.26327819
1233,part,88.73333333,30,3.258234484,41.56666667,30.76572582
1234,particular,87.08333333,12,3.396745323,31.33333333,18.79716291
1235,particularly,89.36363636,22,2.920297678,40.77272727,21.27581193
1236,parts,89.73684211,19,2.18179603,58.57894737,34.19115511
1237,passion,87.84848485,33,2.292940417,19.78787879,9.446419877
1238,past,87.4,15,2.971291206,40.46666667,20.91092219
1239,pasta,86.63157895,19,2.216366554,20.42105263,14.40800622
1240,pastry,89.47368421,19,2.855178941,45.21052632,64.55366325
1241,peach,87.93539326,356,2.610657488,24.92134831,41.89086417
1242,peaches,88.42222222,45,3.236783539,28.4,18.32707882
1243,peak,90.21428571,14,2.991746889,44.85714286,19.64632337
1244,pear,87.99047619,315,2.569400676,26.07936508,27.40525171
1245,pears,87.75675676,37,2.59706464,23.48648649,12.70087841
1246,peel,88.9673913,92,2.872572408,29.66304348,19.70846707
1247,pencil,89.58064516,31,2.109884571,48.16129032,26.11142378
1248,penetrating,89.61904762,21,2.178903175,33.14285714,16.9596159
1249,pepper,89.12183908,435,2.905795309,39.57241379,31.95382862
1250,peppercorn,90.38095238,21,3.216771526,54.76190476,39.38261642
1251,peppery,88.36363636,88,2.582798172,32.28409091,30.20426584
1252,perfect,89.32075472,53,3.004954786,33,24.56153967
1253,perfectly,89.61290323,31,3.412500739,47.74193548,58.7712899
1254,perfume,88.625,24,2.901461401,35.25,42.65865527
1255,perfumed,88.53211009,109,3.227683516,35.35779817,47.74653816
1256,perfumes,89.41666667,12,2.906367096,28.16666667,26.43975427
1257,perhaps,87.0625,16,2.489143092,31.5,30.76361487
1258,perlage,89.72727273,11,2.37027041,39.63636364,21.11053162
1259,persistence,89.38461538,13,1.609268029,33.69230769,18.19058646
1260,persistent,89.73684211,19,3.633824206,32.47368421,25.80346321
1261,personality,88.175,40,2.960314432,39.45,36.30352812
1262,petal,90.22222222,27,2.546994206,46.51851852,32.39108421
1263,petals,89.44444444,18,2.430739956,34.44444444,14.52066366
1264,petrol,88,16,2.503331114,22.1875,16.48117613
1265,pie,89.14285714,56,3.42943712,49.5,53.74316024
1266,piercing,88.26666667,15,3.104528183,75.66666667,193.9380117
1267,pine,90.1,30,3.871647604,43.3,25.4113062
1268,pineapple,87.4673913,184,2.695679956,23.79347826,14.79553768
1269,pineapples,87.56521739,23,3.474924289,22.26086957,11.24607969
1270,pink,87.14583333,48,2.306231921,20.375,8.094192822
1271,pipe,93.06666667,15,3.172801076,85.6,46.05865825
1272,pith,88.58333333,36,2.687271585,24.88888889,10.21421356
1273,pithy,86.4516129,31,2.447293875,17.96774194,10.3520815
1274,pizza,85.85714286,14,1.747840111,21,14.54436185
1275,place,88.95,20,2.999561371,43.45,32.88012518
1276,planted,91.94285714,35,3.189531195,60.2,34.52433072
1277,play,89.78571429,28,2.923178671,40.57142857,29.18704504
1278,pleasant,86.73786408,103,2.09556565,25.25242718,14.47697187
1279,pleasantly,87.92592593,27,1.939982671,28.03703704,12.68094112
1280,pleasing,88.75757576,33,1.620769552,32.75757576,15.36845451
1281,pleasure,89.1,20,2.954033817,36.25,23.56821008
1282,plenty,88.23529412,153,2.944139374,34.61437908,29.04559125
1283,plum,88.18968386,601,2.826769664,32.22795341,26.35152653
1284,plummy,87.8,20,2.214782869,32.25,29.01700953
1285,plump,87.93220339,59,2.497339321,27.83050847,23.03906169
1286,plums,90.06779661,59,2.911714786,47.42372881,33.95291029
1287,plus,88.40909091,22,3.685997841,51.59090909,70.37969072
1288,plush,90.22916667,48,2.867570573,46.22916667,38.74479489
1289,point,88.59090909,22,3.389888197,38.22727273,21.10502494
1290,points,87.09090909,11,2.879393876,29.27272727,23.86248482
1291,poised,89.94736842,19,3.117578908,46,39.0953251
1292,polished,89.82954545,88,2.889623095,39.34090909,26.38132671
1293,pollen,90.21428571,14,2.805998285,33.42857143,26.02281332
1294,pomegranate,88.92105263,38,2.87939163,42.60526316,19.05828822
1295,pop,88.72222222,18,2.539234613,31.77777778,20.11307902
1296,popcorn,87.84615385,13,2.96777565,29.84615385,10.68368034
1297,popular,87.25,16,2.323790008,21.8125,16.1708328
1298,pork,89.52941176,17,2.831025588,32.52941176,15.92214514
1299,possible,87.07692308,13,3.121472368,35.15384615,38.99753444
1300,potent,89.9375,16,3.604973416,66.125,68.2416051
1301,potential,90.96774194,62,2.891296957,67.33870968,142.133618
1302,potpourri,91,15,2.236067977,47.8,22.20746335
1303,powder,88.21428571,14,3.423416454,33.5,26.88651363
1304,power,90.50588235,85,2.856169302,52.21176471,43.00722368
1305,powerful,90.8125,96,2.727298644,62.48958333,125.5022747
1306,powerfully,92.35714286,14,2.437121343,72.14285714,50.03668984
1307,precise,92.35714286,14,2.790289284,41.35714286,17.783342
1308,present,89,18,2.722455639,40.5,31.08858311
1309,presents,88.375,16,2.247220505,37.8125,16.95176982
1310,pressed,88.80769231,26,2.545886577,35.73076923,22.74301245
1311,pretty,87.83206107,131,2.695159969,30.96183206,22.1590074
1312,previous,88.54545455,11,2.207425485,36,16.84636459
1313,price,87.10869565,92,2.429021065,19.54347826,21.55260013
1314,prickly,85.38461538,13,1.804552647,25.23076923,21.32351537
1315,primary,88.77272727,22,2.706813593,42.18181818,29.00514957
1316,pristine,88.375,16,2.305789814,22.125,10.19722184
1317,probably,87.9375,16,3.473110997,55.1875,68.79943677
1318,produce,90.27272727,11,2.148995537,38.72727273,23.70692266
1319,produced,89.3902439,41,3.153395383,34.95121951,27.07115736
1320,producer,89.43589744,39,2.479334289,43.43589744,34.32184732
1321,producer's,90.5,14,3.180469245,80.21428571,56.70053394
1322,produces,89.875,16,2.704933764,36.125,24.5
1323,production,89,18,3.143620992,31.88888889,19.6525373
1324,profile,87.82857143,35,3.382356595,33.31428571,27.43524079
1325,prominent,88.33333333,21,1.559914528,33.14285714,17.77156638
1326,promise,91.24,25,3.165964835,102.04,251.5343714
1327,promising,90.5,16,3.183289703,66.3125,52.34719827
1328,pronounced,89,14,3.658499062,46.85714286,79.3501075
1329,property,90.35294118,17,2.827126997,42.82352941,43.41980437
1330,proportion,91.09090909,11,2.071450963,50.45454545,29.91776608
1331,provide,89.74193548,62,3.358060935,43.87096774,30.37389079
1332,provides,89.06382979,47,3.102623401,44.19148936,34.77045116
1333,providing,89.08333333,12,2.874917654,43.25,38.47106351
1334,prune,87.57352941,68,3.038637639,40.42647059,37.21872269
1335,prunes,86.25,12,3.107907803,39.08333333,23.91066074
1336,puckering,85.46153846,13,1.808101427,44.23076923,15.72235058
1337,punch,88.59090909,22,2.970635509,29.77272727,13.55739762
1338,punchy,87.07692308,13,2.396578758,19.69230769,8.644696017
1339,pungent,87.45,20,2.704285099,31.1,37.25290522
1340,pure,89.36781609,87,3.004318375,37.14942529,33.5190084
1341,purity,89.75862069,29,2.324637797,35.75862069,22.67575038
1342,purple,89.66037736,53,2.688604129,42.67924528,25.03902614
1343,puts,90.06666667,15,3.034719725,36.26666667,23.30072551
1344,quaffable,87.33333333,15,1.988059595,21.26666667,8.770621958
1345,quaffer,86.08333333,12,1.676486224,15.58333333,6.58453192
1346,quality,88,80,2.946785419,31.6,22.37177245
1347,quickly,86.90625,32,2.467326815,28.1875,10.30326444
1348,quiet,89,13,3.265986324,30.92307692,20.04354235
1349,quince,88.27586207,29,3.069394446,22.4137931,12.19050345
1350,quite,87.66386555,119,2.672132745,33.08403361,19.62900821
1351,racy,87.80519481,77,2.565145738,24.49350649,14.04937101
1352,raisin,87.15625,64,2.801466453,39.859375,43.81775649
